,Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Bawang Merah,Bawang Merah Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Gula Pasir,Gula Pasir Lokal
367,28-04-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
368,29-04-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
369,30-04-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
370,03-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
371,04-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
372,05-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
373,06-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
374,07-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
375,10-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
376,11-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
377,12-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
378,13-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
379,14-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
380,17-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
381,18-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
382,19-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
383,20-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
384,21-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
385,24-05-2021,9100.0,8850.0,8250.0,9150.0,8800.0,10450.0,9350.0,17700.0,17700.0,25300.0,24050.0,26600.0,26150.0,20550.0,31750.0,11000.0,11000.0,10050.0,10050.0
386,25-05-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
387,26-05-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
388,27-05-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
389,28-05-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
390,31-05-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
391,01-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
392,02-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
393,03-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
394,04-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
395,07-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
396,08-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
397,09-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
398,10-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
399,11-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
400,14-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
401,15-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
402,16-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
403,17-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
404,18-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
405,21-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
406,22-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
407,23-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
408,24-06-2021,9000.0,8850.0,8050.0,9050.0,8850.0,10500.0,9450.0,15450.0,15450.0,17100.0,20500.0,13700.0,19050.0,14650.0,23450.0,11000.0,11000.0,9850.0,9850.0
409,25-06-2021,8900.0,8750.0,7900.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
410,28-06-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
411,29-06-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
412,30-06-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
413,01-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
414,02-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
415,05-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
416,06-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
417,07-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
418,08-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
419,09-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
420,12-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
421,13-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
422,14-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
423,15-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
424,16-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
425,19-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
426,20-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
427,21-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
428,22-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14500.0,14500.0,11200.0,12350.0,10100.0,16750.0,11750.0,21800.0,10000.0,10000.0,10000.0,10000.0
429,23-07-2021,8950.0,8750.0,8050.0,8950.0,8450.0,10250.0,9250.0,14600.0,14600.0,10000.0,10200.0,9850.0,18700.0,13550.0,23850.0,10200.0,10200.0,10000.0,10000.0
430,26-07-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
431,27-07-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
432,28-07-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
433,29-07-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
434,30-07-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
435,02-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
436,03-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
437,04-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
438,05-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
439,06-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
440,09-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
441,10-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
442,11-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
443,12-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
444,13-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
445,16-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
446,17-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
447,18-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
448,19-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
449,20-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
450,23-08-2021,8800.0,8500.0,7550.0,8800.0,8250.0,10050.0,9000.0,18600.0,18600.0,11000.0,9900.0,12150.0,22850.0,13950.0,31700.0,10200.0,10200.0,10000.0,10000.0
451,24-08-2021,8550.0,8500.0,7550.0,8550.0,8250.0,10050.0,9000.0,18000.0,18000.0,11400.0,9750.0,13000.0,23500.0,12750.0,34250.0,10600.0,10600.0,10500.0,10500.0
452,25-08-2021,8800.0,8500.0,7700.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
453,26-08-2021,8800.0,8500.0,7700.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
454,27-08-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
455,30-08-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
456,31-08-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
457,01-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
458,02-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
459,03-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
460,06-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
461,07-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
462,08-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
463,09-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
464,10-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
465,13-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
466,14-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
467,15-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
468,16-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
469,17-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
470,20-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
471,21-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
472,22-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
473,23-09-2021,8800.0,8500.0,7850.0,8800.0,8450.0,10050.0,9000.0,15200.0,15200.0,7050.0,6850.0,7200.0,8000.0,6800.0,9200.0,11000.0,11000.0,10150.0,10150.0
474,24-09-2021,9400.0,8500.0,7850.0,9350.0,8450.0,10050.0,9000.0,15300.0,15300.0,7050.0,6900.0,7150.0,9400.0,7300.0,11450.0,11000.0,11000.0,10150.0,10150.0
475,27-09-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
476,28-09-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
477,29-09-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
478,30-09-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
479,01-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
480,04-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
481,05-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
482,06-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
483,07-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
484,08-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
485,11-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
486,12-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
487,13-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
488,14-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
489,15-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
490,18-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
491,19-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
492,20-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
493,21-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
494,22-10-2021,9400.0,8450.0,7950.0,9400.0,8450.0,10050.0,8950.0,14850.0,14850.0,8000.0,8000.0,7950.0,10350.0,7800.0,12900.0,11000.0,11000.0,10150.0,10150.0
495,25-10-2021,8850.0,8600.0,7950.0,8900.0,8450.0,10050.0,9050.0,15100.0,15100.0,15500.0,15850.0,15100.0,13750.0,13450.0,14000.0,11500.0,11500.0,10950.0,10950.0
496,26-10-2021,8850.0,8600.0,7950.0,8900.0,8450.0,10050.0,9050.0,15100.0,15100.0,15500.0,15850.0,15100.0,13750.0,13450.0,14000.0,11500.0,11500.0,10950.0,10950.0
497,27-10-2021,8850.0,8650.0,7950.0,8900.0,8450.0,10050.0,9050.0,15100.0,15100.0,15500.0,15850.0,15100.0,13750.0,13450.0,14000.0,11500.0,11500.0,10950.0,10950.0
498,28-10-2021,8850.0,8650.0,7950.0,8900.0,8450.0,10050.0,9050.0,15100.0,15100.0,15500.0,15850.0,15100.0,13750.0,13450.0,14000.0,11500.0,11500.0,10950.0,10950.0
