iter	Logloss
366	0.5270535189
367	0.527018912
368	0.5269622804
369	0.526844975
370	0.5267885427
371	0.526770835
372	0.526703847
373	0.5266424445
374	0.5265065929
375	0.5264156225
376	0.5263929784
377	0.5262585505
378	0.5262166935
379	0.5261759201
380	0.5260790041
381	0.5260348493
382	0.5260257487
383	0.5259623682
384	0.5258452435
385	0.525830483
386	0.5258058119
387	0.5257242445
388	0.5256613916
389	0.5256152036
390	0.5255194471
391	0.525426608
392	0.525372092
393	0.5253212543
394	0.5252980688
395	0.5252374108
396	0.5251706635
397	0.5251201821
398	0.5250629912
399	0.525011374
400	0.5249698049
401	0.5249060077
402	0.5248320154
403	0.524768872
404	0.5247644762
405	0.5246757378
406	0.5245893702
407	0.5245393154
408	0.5244802713
409	0.5244691027
410	0.5243503071
411	0.5242814521
412	0.5242484663
413	0.5241844101
414	0.5241535308
415	0.5240803912
416	0.5240230162
417	0.5239609512
418	0.5239163262
419	0.5238925814
420	0.5238450097
421	0.523758425
422	0.5236916811
423	0.5236424163
424	0.523583222
425	0.5235291871
426	0.5234622512
427	0.5233987027
428	0.5233452474
429	0.5232666742
430	0.5231836196
431	0.5231238391
432	0.5230775028
433	0.5230155994
434	0.5229825476
435	0.5229232374
436	0.5228291912
437	0.5227767002
438	0.522726733
439	0.5226089235
440	0.5225631771
441	0.5224594887
442	0.5224253151
443	0.5223740522
444	0.5223464128
445	0.5223175599
446	0.522267348
447	0.5221856754
448	0.5220985168
449	0.5220041973
450	0.5219572154
451	0.5219257385
452	0.521856978
453	0.5217867163
454	0.5217531224
455	0.5217013534
456	0.5216865025
457	0.5216322756
458	0.5215632975
459	0.5215495238
460	0.5214695759
461	0.5214065683
462	0.5213218757
463	0.5212771375
464	0.5212234186
465	0.5211459338
466	0.5210766191
467	0.5210289566
468	0.5209723943
469	0.5208895131
470	0.5208550714
471	0.520781628
472	0.5207153814
473	0.5206513673
474	0.5205873973
475	0.520541141
476	0.520508611
477	0.520442298
478	0.5203953899
479	0.520318739
480	0.5202507853
481	0.5201762338
482	0.5201080843
483	0.5200614676
484	0.5199809887
485	0.5199214641
486	0.5198839352
487	0.5198646544
488	0.5198018079
489	0.5197495974
490	0.519701335
491	0.5196302272
492	0.5196066723
493	0.5195159641
494	0.5194809016
495	0.5194344242
496	0.5194104802
497	0.5193349325
498	0.5192913538
499	0.5192775544
500	0.5192217596
501	0.5191532146
502	0.5191099143
503	0.5190614648
504	0.5189845351
505	0.5189725959
506	0.5189421074
507	0.5189114185
508	0.5188420081
509	0.5187872699
510	0.5187307202
511	0.5186671803
512	0.5186224415
513	0.5185508176
514	0.518497009
515	0.5184798625
516	0.5184377995
517	0.5183750417
518	0.5183431683
519	0.518263027
520	0.5182270527
521	0.5181806745
522	0.5180742614
523	0.5180175029
524	0.5179730636
525	0.5179526785
526	0.5178801552
527	0.5177883394
528	0.5177515929
529	0.5176959928
530	0.5176452409
531	0.5175870842
532	0.5175156802
533	0.5174718756
534	0.5173776184
535	0.5173179384
536	0.5172677096
537	0.5172095042
538	0.5171826963
539	0.5171238488
540	0.5170593434
541	0.5170264703
542	0.5169660009
543	0.516923432
544	0.516857699
545	0.5168328159
546	0.5167950839
547	0.5167536262
548	0.5166696586
549	0.5166361976
550	0.5165903181
551	0.5165368062
552	0.516477517
553	0.5164370675
554	0.516405624
555	0.5163176067
556	0.5162641771
557	0.5162321509
558	0.5162187307
559	0.5161573152
560	0.516092833
561	0.5160806383
562	0.5159977545
563	0.5159923738
564	0.5159534952
565	0.5159226883
566	0.5158265554
567	0.5157325995
568	0.5156822274
569	0.515675273
570	0.5156102348
571	0.515582486
572	0.5155356545
573	0.5155077532
574	0.5154822079
575	0.5154223845
576	0.5153631359
577	0.5153614919
578	0.5153505841
579	0.5153103431
580	0.5152483211
581	0.5151987494
582	0.5151439874
583	0.5150810432
584	0.5150393844
585	0.5149929221
586	0.5149589482
587	0.5149013486
588	0.5148538506
589	0.5148144532
590	0.5147802686
591	0.5147390569
592	0.5146751873
593	0.5146513453
594	0.5146136108
595	0.5145352415
596	0.5144700559
597	0.5144055581
598	0.5143771615
599	0.51433447
600	0.5142993846
601	0.5142198715
602	0.5141841919
603	0.514134009
604	0.514106634
605	0.5140447588
606	0.513963547
607	0.5139352948
608	0.5138531023
609	0.5138431523
610	0.5137586891
611	0.5136928587
612	0.5136544737
613	0.5135972854
614	0.5135784208
615	0.5135160126
616	0.5134568171
617	0.513384215
618	0.5133403126
619	0.5132987522
620	0.5132270291
621	0.5131953166
622	0.513145236
623	0.5131033647
624	0.5130428745
625	0.5130115218
626	0.5129799556
627	0.5129660452
628	0.5129257048
629	0.5128748662
630	0.5128334271
631	0.5127833295
632	0.5127757786
633	0.5127280897
634	0.5126778137
635	0.5126422256
636	0.5125907117
637	0.512500395
638	0.5124613994
639	0.5124096353
640	0.5123453582
641	0.512295996
642	0.5122633729
643	0.5122149027
644	0.5121600047
645	0.5121408263
646	0.5121241379
647	0.5120983944
648	0.5120627763
649	0.5120226727
650	0.5119686394
651	0.5119075546
652	0.5118662758
653	0.5118006128
654	0.5117150571
655	0.5116747681
656	0.5116306965
657	0.5115785039
658	0.5115240742
659	0.5114480611
660	0.5114082601
661	0.5114048042
662	0.511360012
663	0.5113081567
664	0.5112669418
665	0.5112042176
666	0.5111586213
667	0.5111441037
668	0.5110966548
669	0.511048378
670	0.510984071
671	0.5109472927
672	0.5108932611
673	0.5108411335
674	0.5108074573
675	0.5107336888
676	0.5106998601
677	0.5106462838
678	0.5106085515
679	0.5105431904
680	0.5104612742
681	0.5104254894
682	0.5103704312
683	0.5103197945
684	0.5102820579
685	0.5102452652
686	0.5102229553
687	0.5102036388
688	0.5101756583
689	0.5101101336
690	0.5100743692
691	0.5100033288
692	0.5099575214
693	0.5099139939
694	0.5098689918
695	0.5098418049
696	0.5098161707
697	0.5097625152
698	0.5097077338
699	0.5096717325
700	0.5096514964
701	0.509588244
702	0.5095754153
703	0.5095282834
704	0.5094395419
705	0.5093897453
706	0.5093602544
707	0.5093362104
708	0.5092860654
709	0.5091925466
710	0.5091801066
711	0.5091201797
712	0.5090423062
713	0.5089892605
714	0.5089874323
715	0.5089534374
716	0.5089288622
717	0.5088692426
718	0.5088487875
719	0.5088059136
720	0.5087732644
721	0.5087162776
722	0.5086910016
723	0.5086360895
724	0.5086110602
725	0.5085637302
726	0.5085271223
727	0.5085053561
728	0.508477114
729	0.5084478469
730	0.508407829
731	0.5083423926
732	0.5083157472
733	0.5082629968
734	0.5082189767
735	0.5081984602
736	0.5081437986
737	0.5080942183
738	0.5080493945
739	0.5080237201
740	0.507984826
741	0.507910844
742	0.5078528666
743	0.5078143797
744	0.5077595677
745	0.5076882922
746	0.5076538372
747	0.5076273794
748	0.5075801145
749	0.5075488497
750	0.507475102
751	0.5074278962
752	0.5073855709
753	0.5073424247
754	0.5073203915
755	0.5072770148
756	0.5072691125
757	0.5072110311
758	0.5072056881
759	0.5071739157
760	0.5071074019
761	0.5070807356
762	0.507018636
763	0.5069809544
764	0.5069338952
765	0.5068943689
766	0.5068595625
767	0.5068167173
768	0.5067583599
769	0.5067116158
770	0.5066660645
771	0.5066132543
772	0.506598505
773	0.5065641206
774	0.5064914069
775	0.5064365667
776	0.506412675
777	0.5064011163
778	0.5063572254
779	0.5063350357
780	0.5062790543
781	0.5062400531
782	0.5062093146
783	0.5061701645
784	0.5061213654
785	0.5061061733
786	0.5060593804
787	0.5060047587
788	0.5059641818
789	0.5059332988
790	0.5058835194
791	0.5058404852
792	0.5057850872
793	0.505750345
794	0.5056970388
795	0.5056801458
796	0.5056435893
797	0.5055895565
798	0.5055643314
799	0.505517704
800	0.5054773086
801	0.5054310078
802	0.5053646545
803	0.5053240412
804	0.5053017997
805	0.5052640134
806	0.5052071269
807	0.5051508623
808	0.505130462
809	0.505111773
810	0.5050740745
811	0.5050626192
812	0.5050237647
813	0.5049878035
814	0.5049180635
815	0.5049123954
816	0.5048634607
817	0.5048266957
818	0.5047789192
819	0.5047270124
820	0.5046900645
821	0.5046367824
822	0.5046091842
823	0.5045243481
824	0.5044933537
825	0.5044259525
826	0.5043986853
827	0.5043464996
828	0.5043142085
829	0.5042718417
830	0.5042261646
831	0.5042010562
832	0.5041610679
833	0.5041288798
834	0.5041022436
835	0.5040655474
836	0.5040274353
837	0.5040113612
838	0.5039984083
839	0.5039948674
840	0.5039451221
841	0.5038968316
842	0.5038678787
843	0.5038536896
844	0.5038229154
845	0.5037912624
846	0.5037348183
847	0.5037039248
848	0.5036809549
849	0.503649715
850	0.5036020367
851	0.5035775748
852	0.5035282127
853	0.5034868404
854	0.5034182389
855	0.503377015
856	0.5033435809
857	0.5033420965
858	0.5032638599
859	0.5032357715
860	0.5031943069
861	0.5031717339
862	0.5031349147
863	0.5030895602
864	0.5030397267
865	0.5030191513
866	0.5029806061
867	0.5029345954
868	0.5029038003
869	0.5028568456
870	0.5028189677
871	0.5027940379
872	0.5027473577
873	0.5027203698
874	0.5026560078
875	0.502620935
876	0.5025903939
877	0.5025207736
878	0.5024845165
879	0.5024576976
880	0.5024288122
881	0.5024007887
882	0.5023724177
883	0.5023419146
884	0.5023277391
885	0.50227966
886	0.5022350919
887	0.5021924956
888	0.5021527048
889	0.5021164373
890	0.5020571549
891	0.5020383208
892	0.5019923598
893	0.5019771442
894	0.5019318112
895	0.5018902477
896	0.5018526031
897	0.5018010976
898	0.5017476014
899	0.5017101882
900	0.5017050124
901	0.5016643285
902	0.5016349645
903	0.5015770423
904	0.5015614048
905	0.5015433241
906	0.5015084454
907	0.5014559313
908	0.5013911192
909	0.5013355995
910	0.5013053357
911	0.5012979304
912	0.5012527959
913	0.5012168095
914	0.5011739521
915	0.5011561669
916	0.501099928
917	0.5010797927
918	0.5010443606
919	0.5010176809
920	0.5009881832
921	0.5009785088
922	0.5009140839
923	0.5009050333
924	0.5008478835
925	0.5008277348
926	0.5008230293
927	0.5007795231
928	0.5007542186
929	0.5007220254
930	0.5006985808
931	0.500624498
932	0.5005680288
933	0.5004934786
934	0.500432663
935	0.5003784715
936	0.5003120607
937	0.5002912262
938	0.5002722105
939	0.5002481068
940	0.5001807616
941	0.5001585123
942	0.5001340934
943	0.5000989177
944	0.5000691256
945	0.5000414867
946	0.5000224271
947	0.5000003104
948	0.4999604107
949	0.4999173878
950	0.4999011824
951	0.4998505231
952	0.4998436756
953	0.4998219469
954	0.4997975613
955	0.4997406569
956	0.4996908303
957	0.4996458879
958	0.4995902706
959	0.4995548368
960	0.4994940069
961	0.4994728868
962	0.4994128477
963	0.4993722954
964	0.4993324452
965	0.4992613292
966	0.4991860771
967	0.4991499963
968	0.4991218976
969	0.4990919168
970	0.4990575686
971	0.499010315
972	0.4989415544
973	0.4989105025
974	0.4988688359
975	0.4988551907
976	0.4988312083
977	0.4987903469
978	0.498788198
979	0.4987357099
980	0.4986992847
981	0.4986639962
982	0.4986291755
983	0.4986031512
984	0.4985422866
985	0.4985075983
986	0.4984694392
987	0.498442285
988	0.4983802298
989	0.4983408919
990	0.4983049177
991	0.4982750102
992	0.4982336851
993	0.4981893858
994	0.4981646218
995	0.4981450516
996	0.498139865
997	0.4980980952
998	0.4980705886
999	0.4980424944
